2019-12-02,12:32:07,0,Rebo,1575286328641,Hey!,TUTOR
2019-12-02,12:32:11,0,Pat,1575286331226,hi,GREETING
2019-12-02,12:32:11,0,Rebo,1575286332663,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2019-12-02,12:32:26,0,Pat,1575286346443,nicht wirklich besonders war sehr schwer,NEGATIVE
2019-12-02,12:32:26,0,Rebo,1575286346737,Wobei hattest du die meisten Schwierigkeiten?,TUTOR
2019-12-02,12:32:30,0,Pat,1575286350395,feilen,
2019-12-02,12:32:31,0,Rebo,1575286352764,Hat es trotzdem Spaß gemacht?,TUTOR
2019-12-02,12:32:36,0,Pat,1575286356344,definitiv,
2019-12-02,12:32:36,0,Rebo,1575286358782,Was hat dir nicht so viel Spaß bei der Aufgage gemacht? Warum?,TUTOR
2019-12-02,12:32:42,0,Pat,1575286362779,asd,
2019-12-02,12:32:47,0,Rebo,1575286368838,Was hat dich bei der Aufgabe besonders gefordert?,TUTOR
2019-12-02,12:32:49,0,Pat,1575286369863,asd,
2019-12-02,12:32:52,0,Rebo,1575286372858,Wo könntest du Teile der Aufgabe in Zukunft wieder verwenden?,TUTOR
2019-12-02,12:32:53,0,Pat,1575286373948,asd,
2019-12-02,12:32:57,0,Rebo,1575286378889,"Wenn du die gleiche Aufgabe morgen nochmals machen würdest, was wäre dann anders als heute?",TUTOR
2019-12-02,12:32:59,0,Pat,1575286379844,asd,
2019-12-02,12:33:02,0,Rebo,1575286382907,Hast du noch Fragen oder Anregungen an mich?,TUTOR
2019-12-02,12:33:03,0,Pat,1575286383865,asd,
2019-12-02,12:33:07,0,Rebo,1575286388929,Bis bald!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-02,12:33:17,0,Rebo,1575286398755,Hey!,TUTOR
2019-12-02,12:37:18,0,Rebo,1575286639897,I am waiting for your response to start. Please ask for help if you are stuck.,TUTOR
2019-12-02,12:47:21,0,Rebo,1575287242704,null,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,09:24:20,0,Rebo,1576139062527,Hey!,TUTOR
2019-12-12,09:24:24,0,Pat,1576139064791,hi,GREETING
2019-12-12,09:24:24,0,Rebo,1576139066554,Wie bist du mit deinem Ergebnis zufrieden?,TUTOR
2019-12-12,09:24:43,0,Pat,1576139083558,sehr zufrieen ... | wie ich mir es erwartet habe ... | asd,
2019-12-12,09:24:45,0,Rebo,1576139086567,Wie gut erfüllt dein Ergebnis die gestellte Aufgabe?,TUTOR
2019-12-12,09:24:59,0,Pat,1576139099358,asdas ... | asd... | asd,
2019-12-12,09:25:00,0,Rebo,1576139102578,Was hat dich an der Aufgabe interessiert?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:07:35,0,Rebo,1576141656613,Hey!,TUTOR
2019-12-12,10:07:43,0,Pat,1576141663278,hi,GREETING
2019-12-12,10:07:43,0,Rebo,1576141664644,Was gefällt dir an deinem Ergebnis und was nicht?,TUTOR
2019-12-12,10:07:47,0,Pat,1576141667770,acs,
2019-12-12,10:07:48,0,Rebo,1576141668651,Heute wieder einmal kurz angebunden.,TUTOR
2019-12-12,10:07:48,0,Rebo,1576141668654,Was gefällt dir an deinem Ergebnis und was nicht?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:12:10,0,Rebo,1576141930876,Hey!,TUTOR
2019-12-12,10:12:14,0,Pat,1576141934903,hi,GREETING
2019-12-12,10:12:14,0,Rebo,1576141936904,Bist du mit dem Ergebnis der Aufgabe zufrieden? Warum/Warum nicht?,TUTOR
2019-12-12,10:12:20,0,Pat,1576141940979,sehr,
2019-12-12,10:12:25,0,Rebo,1576141946911,Was gefällt dir an deinem Ergebnis und was nicht?,TUTOR
2019-12-12,10:12:28,0,Pat,1576141948731,gut,POSITIVE
2019-12-12,10:12:30,0,Rebo,1576141950914,Heute wieder einmal kurz angebunden.,TUTOR
2019-12-12,10:12:30,0,Rebo,1576141950915,Was hat dir dabei am besten gefallen?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:14:04,0,Rebo,1576142045712,Hey!,TUTOR
2019-12-12,10:14:09,0,Pat,1576142049203,hi,GREETING
2019-12-12,10:14:09,0,Rebo,1576142049742,Und? Wie war's?,TUTOR
2019-12-12,10:14:40,0,Pat,1576142080879,huio,
2019-12-12,10:14:44,0,Rebo,1576142085760,Wie gut erfüllt dein Ergebnis die gestellte Aufgabe?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:24:35,0,Rebo,1576142676730,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:26:23,0,Rebo,1576142784531,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:26:57,0,Rebo,1576142818484,Hey!,TUTOR
2019-12-12,10:28:40,0,Pat,1576142920246,hui,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2019-12-12,10:56:55,0,Rebo,1576144615192,Hey!,TUTOR
2019-12-12,10:56:57,0,Pat,1576144617979,hi,GREETING
2019-12-12,10:56:58,0,Rebo,1576144619202,"Wie ist das Lernen zur heutigen Übung gelaufen, hast du schon alles gut verstanden?",TUTOR
2019-12-12,10:57:16,0,Pat,1576144636965,nicht wirklich gut nachdem mein ergebniss sehr hässlich ist,POSITIVE+NEGATIVE
2019-12-12,10:57:18,0,Rebo,1576144639212,Was war denn das Problem?,TUTOR
2019-12-12,10:57:54,0,Pat,1576144674243,nicht wirklich gut,POSITIVE+NEGATIVE
2019-12-12,10:57:54,0,Rebo,1576144675225,Hat es trotzdem Spaß gemacht?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,14:31:43,0,Rebo,1578576704352,Hey!,TUTOR
2020-01-09,14:31:47,0,Pat,1578576707507,hi,
2020-01-09,14:32:04,0,Pat,1578576724670,hallo,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,14:39:47,0,Rebo,1578577188032,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,14:40:13,0,Rebo,1578577213964,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,15:05:14,0,Rebo,1578578715228,Hey!,TUTOR
2020-01-09,15:05:20,0,Pat,1578578720879,hi,GREETING
2020-01-09,15:05:20,0,Rebo,1578578721253,Wie ist es dir bei dieser Aufgabe gegangen? Alles gut gelaufen?,TUTOR
2020-01-09,15:06:21,0,Pat,1578578781949,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,POSITIVE+NEGATIVE
2020-01-09,15:06:22,0,Rebo,1578578783283,Wobei hattest du die meisten Schwierigkeiten?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,15:07:52,0,Rebo,1578578873550,Hey!,TUTOR
2020-01-09,15:07:57,0,Pat,1578578877202,hi,GREETING
2020-01-09,15:07:57,0,Pat,1578578877265,hi,
2020-01-09,15:07:59,0,Rebo,1578578881322,Hat es trotzdem Spaß gemacht?,TUTOR
2020-01-09,15:08:17,0,Pat,1578578897613,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,POSITIVE+NEGATIVE
2020-01-09,15:08:17,0,Pat,1578578897642,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,
2020-01-09,15:08:20,0,Rebo,1578578901334,Hat dich die Arbeit an der Aufgabe gefesselt?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,15:09:26,0,Rebo,1578578967213,Hey!,TUTOR
2020-01-09,15:09:30,0,Pat,1578578971088,hi,
2020-01-09,15:09:47,0,Pat,1578578987539,there is a difference between movies with the courage to go over the top and movies that don't care about being stupid,
2020-01-09,15:10:51,0,Pat,1578579051373,yea birds willlll beee ffiiiiiiiinnnnnnnnneeeeeeeee,
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-09,15:26:40,0,Rebo,1578580000899,Hey!,TUTOR
2020-01-09,15:26:43,0,Pat,1578580003678,hi,GREETING
2020-01-09,15:26:43,0,Rebo,1578580004919,Wie bist du mit deinem Ergebnis zufrieden?,TUTOR
2020-01-09,15:27:19,0,Pat,1578580039399,"ich bin mit meinem Ergebniss nicht wirklich zufrieden, da ich weiß das ich es besser könnte",PLANNING+POSITIVE+NEGATIVE
2020-01-09,15:27:19,0,Rebo,1578580040935,Was war denn das Problem?,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,10:18:17,0,Rebo,1578993498276,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,10:27:16,0,Rebo,1578994040800,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:32:14,0,Rebo,1578997935180,Hey!,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:33:51,0,Rebo,1578998032644,dich,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:34:48,0,Rebo,1578998089374,Hey,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:35:07,0,Rebo,1578998108381,Hi,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:38:33,0,Rebo,1578998314349,P,TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:42:23,0,Rebo,1578998544269,Hallo [PatPatPatPatPatPatPatPat],TUTOR
DATE,TIME,TYPING_DURATION,AUTHOR,NOTE,TEXT,ANNOTATIONS
2020-01-14,11:42:52,0,Rebo,1578998573659,Hey Pat!,TUTOR
